2021-11-16 21:15:22,方便实惠 比大药房便宜 时不时会囤一些药品 很不错 多次回购了
2021-11-15 18:52:52,天气冷了～把感冒药备备好～
2021-11-17 08:05:26,东西不错，做活动的时候屯点家庭常备药，比药店便宜太多，也不用去医院排队挂号。很方便。。。
2021-11-20 19:40:34,非常好 到货快
2021-11-18 18:20:17,快克收到，最长吃而有效的感冒药了，价格实惠，好评了！
2021-11-17 22:05:26,我感觉只要感冒我就只吃快克。效果特别好。而且价格便宜
2021-11-19 18:08:47,药已经收到了，谢谢
2021-11-20 21:16:05,感冒直接吃了这个药 ，药效很好 ，就是吃了之后容易打瞌睡 ，感冒后吃了一粒立马就感觉人好多了
2021-11-15 13:53:48,非常满意。
2021-11-12 22:51:36,疫情期间，买来放家里备用
2021-11-17 10:44:12,发货速度很快，good.
2021-11-18 14:59:00,物流给力包装完好，比在药店买还便宜
2021-09-26 16:15:09,此用户没有填写评论!
2021-11-19 13:58:38,东西不错一直在咱们家买还是比较好的！
2021-11-11 18:48:03,感冒效果挺好
2021-11-11 11:21:07,非常好 ，在这特殊时期，家里还是得备一些常用药的，发货也很快！
2021-11-19 22:35:26,日期比较新，应该是正品吧
2021-11-16 11:38:35,价格还可以，平时用起来很实用很方便
2021-11-12 09:41:11,zk药品昨天早上八点来钟就到了本地，服务周到热情，第二天就送达了！所以在我买的满意产品都会附上这条评价
2021-11-15 12:18:27,物流快，比药店便宜，省心实惠！
2021-11-17 10:13:43,比实体店便宜一半
2021-11-19 23:00:22,比药店实惠多了
2021-11-14 08:35:32,秋冬必备。家庭用，备多一点。
2021-11-20 08:46:35,这个药很好，我昨天晚上吃了两颗就好了，
2021-11-14 08:32:14,可以，是正品
2021-11-20 21:28:00,效果可以
2021-11-18 09:33:52,冬天容易感冒，先备上几盒感冒药，安心
2021-11-17 22:22:58,效果不错，价格便宜
2021-11-16 17:00:00,质量还可以
2021-11-09 22:49:12,不得不赞，质量真的好，包装物流也不错。真心喜欢，入手后不会让你后悔的！
2021-11-16 22:58:36,药到了，也吃了还不错速度快
2021-11-19 08:11:57,多次购买了，方便快捷！
2021-11-17 14:52:27,买药很方便～药品没问题～
2021-11-20 22:30:38,家中常备药，不错，比店里便宜很多。
2021-11-17 18:16:22,收到货了，药很好，没损坏，给予五星好评鼓励本店
2021-11-16 11:08:10,不错，比线下便宜
2021-11-12 19:27:57,比药店便宜几块一盒，再次购买的。
2021-11-11 23:58:32,上网上买方便多了，阿里健康还有专门的药师为你推荐合适的药，很方便。
2021-11-20 08:29:54,还是可以下手的。 今天子之国以外五百里甸服：百里赋纳总，二百里纳铚，三百里纳秸服，四百里粟，五百里米。甸服外五百里侯服：百里采，二百里任国，三百里诸侯。侯服外五百里绥服：三百里揆文教，二百里奋武卫。绥服外五百里要服：三百里夷，二百里蔡。要服外五百里荒服：三百里蛮，二百里流。
2021-11-16 13:19:19,这个牌子的好用，效果好
2021-11-17 11:04:26,药品日期很好，备用
2021-11-14 19:46:52,天冷了，买些感冒药备用，物流挺快！
2021-11-17 14:24:50,发货快，包装很好，客服服务态度好。满意的购物。
2021-11-20 11:16:48,相信阿里健康～
2021-11-15 12:00:49,收到，完好无损
2021-11-17 19:52:19,质量非常好，客服态度非常非常赞，有问题及时给解决了
2021-11-20 22:37:36,方便，正品
2021-11-18 19:41:22,又快又便宜
2021-10-30 10:16:06,此用户没有填写评论!
2021-11-16 05:31:22,家庭必备
2021-11-17 06:39:24,感冒吃了好多了
2021-11-16 15:58:06,收到。支持。
2021-11-11 07:46:18,性价比很高，比药店便宜
2021-11-18 19:15:29,价格便宜，满意
2021-11-15 16:00:30,家庭常备药，屯着
2021-11-09 20:25:49,冬天来了，家里人都经常感冒，比药店便宜
2021-11-18 06:58:59,方便！物美价廉！
2021-11-19 20:58:45,家中常备药，吃起来吃起来
2021-11-09 21:06:50,正品，质量很好，可以放心购买的哈哈哈。。
2021-11-16 14:08:02,还会关注你家的
2021-11-16 12:46:35,很不错，放在家里备用
2021-11-10 10:53:33,买来备用的，和药店一样，推荐推荐!
2021-11-18 22:32:16,备用药品
2021-11-14 10:57:06,是正品。现在疫情期间，给家里人备些药
2021-11-10 08:38:24,宝贝和卖家描述的一样好，已经多次购买。
2021-11-18 07:02:08,此用户没有填写评论!
2021-11-09 15:14:58,效果真不错 吃了三天就感冒好多了
