2021-11-19 21:21:19,配送方便，比实体店划算，正规平台也放心购买。
2021-11-14 22:18:30,买了一大堆常用药，以前在阿里买过药，所以放心屯??
2021-11-18 15:06:14,方便快捷，天猫大药房，希望把好质量关，不忘初衷五颗星星
2021-11-18 15:34:00,买来备用的，价格实惠
2021-10-29 09:46:57,此用户没有填写评论!
2021-11-18 12:48:42,很好无破损
2021-11-15 11:44:42,比实体店品牌种类多，还便宜，网上买两天也就到了，很方便
2021-11-15 19:33:27,天猫超市买东西，真的方便又实惠，满意。
2021-11-12 12:27:12,终于收到我需要的宝贝了，东西很好，两天就到了，物流也很快，是正品价美物廉 。谢谢掌柜的！说实在，这是我淘宝购物来让我最满 意的一次购物。无论是掌柜的态度还是对物品，我 都非常满意的。
2021-11-16 14:26:18,非常好，比实体店便宜很多，一样的药，省省省钱
2021-11-09 12:02:34,话说第一次用他们家的产品，朋友说好用真的没有错。店家果然没让我失望，也多些小伙伴们介绍这家店，倘若别人看不到，那么不是浪费心血吗？谢谢店家给我提供这么好的商品，我很喜欢，下次还会在回购的！很正，很正，很正！重要的话说三遍！小桥流水哗啦啦，好商品必须顶呱呱！你要是看了必须要顶它！
2021-11-18 14:59:00,物流给力包装完好，比在药店买还便宜
2021-11-09 20:37:21,发货非常快，日期新鲜，发的顺丰，大赞，现在是我的购药首选！
2021-11-15 22:28:58,感觉比药店便宜！日期也挺好！
2021-11-18 10:15:48,家庭常备药品，阿里大药房价格便宜，品质保证
2021-11-14 20:31:06,趁有活动囤点家庭常备药品，价格很实惠，满意好评。
2021-11-19 22:35:26,日期比较新，应该是正品吧
2021-11-16 09:35:01,备用的，双十一应该便宜
2021-11-16 10:22:25,这个特别不错，效果特别好
2021-11-18 23:48:55,多次在阿里健康大药房买药了。送货快，药品真一直很满意。
2021-11-17 09:05:52,宝贝非常满意，推荐一下
2021-11-19 20:46:56,非常好，质量棒棒哒
2021-11-16 20:40:45,很好不错，多次购买了，值得信赖，喜欢好评。
2021-11-18 11:53:48,网上买药一般都在阿里健康大药房买。好评
2021-11-14 14:25:14,速度快，质量好，挺好的，价格实惠
2021-11-12 13:26:44,没想到第一次试水没踩雷!无意在网上看到的，算是有缘，又看了看买家秀评价!好评如潮!还被我发现了优惠券，那我还等什么呢，赶紧下单购买了。刚刚收到宝贝，收到好大一个箱子。包装特别仔细。整个大泡沫箱没有一点损伤。描述质量物流都OK拉。用完还来哦!希望店家多些优惠呀!
2021-11-18 16:03:49,买清咽片凑单的，哈哈哈，买几盒备着也好。
2021-11-18 18:28:16,宝贝非常满意，邮政快递速度也很快，快递小哥服务态度很好，给五星好评。
2021-11-10 16:46:46,不得不赞，质量真的好，包装物流也不错。真心喜欢，入手后不会让你后悔的！
2021-11-18 23:56:34,最近气温起伏很大，买点备家里。
2021-11-18 20:44:04,有效期到23年七月 很好
2021-11-16 10:53:52,好，家人说这个管事
2021-11-15 15:37:32,这年头家用以备不时之需！希望大家小家都平安！
2021-11-18 12:02:26,方便购买，家里备用
2021-11-17 16:59:50,备用备用！ 很快就收到了
2021-11-16 11:26:06,日常囤货，到货很快。
2021-11-17 14:24:49,发货快，包装很好，客服服务态度好。满意的购物。
2021-11-14 19:51:44,秋冬感冒多发季买回来备用
2021-11-16 18:21:14,家用必备良药
2021-11-16 17:06:50,到货很快，点赞。
2021-11-18 16:03:49,好(&acute;-&omega;-`)
2021-10-21 22:50:41,此用户没有填写评论!
2021-11-14 19:49:16,迅速，方便，货真价实，值得信赖！
2021-11-06 13:12:51,阿里健康大药房比较信赖一直都是在这里购买自己需要的药价格比实体店里便宜药品真实好还好
2021-11-11 09:18:27,在阿里大药房买药，经济又实惠
2021-11-16 19:13:41,方便放心
2021-10-30 10:16:06,此用户没有填写评论!
2021-11-17 00:18:29,这个药效好
2021-11-12 20:50:18,非常好用，价格实惠，还会再来购买的。
2021-11-13 20:25:10,速度快，东西和药店一样，奈斯
2021-11-14 16:36:10,冬天到了准备点感冒药
2021-11-16 08:50:56,挺好der
2021-11-14 15:16:38,家里备一点感冒药
2021-11-10 19:57:38,比实体店便宜很多，特别划算
2021-11-14 17:45:36,家中常备，以防万一
2021-11-11 16:30:34,常备药，阿里发货快。价格实惠。
2021-11-17 11:32:32,备用，目前没吃上
2021-11-14 12:07:35,双十一买的，家庭常备，东西挺实惠的，物流速度还可以，应该是正品。
2021-11-12 18:41:31,太神速了，晚上下单第二天下午就到了！赞赞赞！
2021-11-09 20:25:49,冬天来了，家里人都经常感冒，比药店便宜
2021-11-13 10:06:03,之前都是服用颗粒冲剂，薄荷味道比较刺鼻，买胶囊比较方便携带！
2021-11-13 14:20:44,給女儿上学备用的。第一次在阿里健康买药。
2021-11-16 12:38:26,购物上淘宝这家店，省时省钱又省心，商品琳琅满目，货真价实，服务一流。正品行货。质量绝对保证。发货神速。快递员配送服务一流。售后服务全程跟踪。消费者无后顾之忧！！！
2021-11-17 15:44:11,囤着备用的，客服很耐心的解答
2021-11-13 07:51:03,价格实惠，效果真的好
2021-11-12 10:04:47,宝贝收到，一如既往的好，正品，满意好评！
2021-11-08 10:27:05,温病初期就用药效果会更好
2021-11-18 17:10:01,商品不错，质量很好，物流很快。
2021-11-15 21:36:47,比较快，好评。
2021-11-19 08:54:03,常备之药
2021-11-19 20:53:36,很好，一直在这里买
2021-11-17 11:48:37,囤着药盒里。
2021-11-12 21:28:57,物流很快，喜欢家里备点感冒药，因为工作原因经常在冷库，有个头痛脑热的也方便
2021-11-13 22:24:37,阿里大药房应该不会卖假货，价格比实体店便宜
2021-11-18 08:24:04,双11买的，物美价廉
2021-11-11 10:25:43,很方便，比药房便宜
2021-11-11 16:35:54,物流超快，服务超好，药品日期也非常好，总之很好啦，在阿里健康大药房买过很多次了！
2021-11-18 13:33:22,速度很快！
2021-11-19 18:34:50,经常在阿里买家庭常备药。
2021-11-11 14:50:53,阿里健康大药房购药方便快捷，品类齐全。
2021-11-18 11:34:53,好是好，为什么又不发新疆了
2021-11-13 15:23:45,家里必备药，治疗效果不错，一直信赖
2021-11-08 09:28:14,非常方便，价格比药店便宜
2021-11-13 11:55:20,比药店的便宜很多，冬天容易感冒，需要经常服用，谢谢！
2021-11-09 20:08:41,退烧效果很好
2021-10-31 17:10:23,此用户没有填写评论!
2021-11-17 08:54:11,货真价实。
2021-11-19 23:58:05,物流快，价格便宜，服务态度好，非常好
2021-11-07 20:52:46,生产日期都不错，提前囤点药放家里以备不时之需
2021-11-13 19:51:20,流行感冒就用它，买来居家备用 闲时物急时用
2021-11-09 18:03:20,冬天到了，这个季节有备无患，先备上
2021-11-09 18:53:07,常用药买来囤点备用，日期新鲜。
2021-11-11 18:05:52,第一次在网上买药，种类很齐全，发货也很快，很方便！
2021-11-13 21:41:17,好评！！第一次在淘宝买药品！！比实体店便宜很多！！！
2021-11-17 14:48:29,备点药，这样就算感冒也比较安心。
2021-11-10 14:40:22,快捷！第一 次买非常满意！
2021-11-13 23:07:54,产品质量很好值得购买
2021-11-08 13:00:37,可以，先囤点药放家里
2021-11-10 12:05:55,非常满意的一次网购
2021-11-09 08:35:50,发货快，可以治流行性的感冒，冬天了备着用，赞
2021-11-11 18:58:44,正品，日期新，服务好。
2021-11-12 10:19:09,多次购买了还不错
2021-11-11 08:11:58,挺好，比药店便宜点
2021-11-11 15:53:21,是正品，效果不错
2021-11-11 14:16:52,还行吧 主要是方便了
2021-11-09 20:44:33,正品，值得信耐
2021-11-13 14:23:09,家里备一点，伤风不担心。
2021-11-13 17:03:24,不用去药房了，非常方便！
2021-11-13 10:31:10,发货速度快，性价比高，比药店便宜。
2021-11-12 18:57:04,信任阿里药房，发货也快，特殊时期，备上心里踏实，满意满意满意！
2021-11-13 12:13:48,买来备用的挺好
2021-11-09 16:30:52,方便，疗效好
2021-11-16 20:14:42,收到了，滿意
2021-11-13 14:16:31,谢谢 物美价廉
2021-11-09 10:18:17,在我们村一般是没有人会网购的，一般花钱都是十元八元的花，第一次花几百元网购的这件物品，村长都到我家找到我父亲说我是不是疯了，等到漫长的的快寄之后，开快寄的当天，村长给我家请来了当地吹唢呐的，还当天摆了几百桌，庆祝一下买了几百元的东西，当时我的自信心就瞬间爆炸，我就是我们全村人的希望，我就是我们全村人的骄傲，现在我们村我也是有头有脸的人物，非常感谢商家这么好的物品，让我现在人生巅峰，站在人生的最顶端，以后还会再来光顾你的小店，还会购买你的物品。
2021-11-10 17:23:11,收到满意
2021-11-08 19:47:54,屯货必备
2021-11-13 17:16:44,真的很好用
2021-11-10 12:41:40,特别好用
2021-11-13 00:07:48,不错(*?&acute;╰╯`?)?好评╰(*&acute;︶`*)╯
2021-11-06 22:26:36,发货快，看起来不错哦。
2021-11-08 16:19:04,非常好，速度超级快。
2021-11-13 22:14:15,是好東西
2021-11-07 21:25:08,药品收到了，很好很满意哦。
2021-11-12 07:43:25,挺好的，价格适中
2021-11-12 15:52:34,囤货 希望用不上
2021-11-09 12:24:57,给家里备的感冒药
2021-11-13 22:07:32,好评，有备无患！
2021-11-04 21:28:58,屯点常备药 第一次网购买药品
2021-11-11 20:34:59,配送超快
2021-11-09 08:19:32,很不错，存些在家里
2021-11-09 19:36:48,物流挺快的，药品真实
2021-11-13 10:22:52,买药都是阿里药房 药品正宗 价格实惠
2021-11-02 15:05:28,收到了，确实便宜又是正品，以后就不用从药房买了
2021-11-09 09:30:32,家用囤货，好评
2021-11-06 22:28:53,此用户没有填写评论!
2021-11-07 07:57:37,家庭常备药都是阿里健康买，优惠又真，真好
2021-11-10 08:17:38,非常满意！
2021-11-08 10:27:24,很好，速度很快。
