2021/11/19 18:05,是正品药，和药店味道一模一样！价格还便宜一点！需要买常用药，处方药可以买这家店的很好！
2021/11/15 12:53,小孩家庭药备用药，效果较好，双十一优惠多多
2021/11/12 15:06,"LH价格也很划算??,药比药店便宜??,相当不错的选择?,和药店里买的999一样的?,有防伪标识?,买几盒在家有备无患12??,阿里大药房还是不错的??,这次用了红包更便宜??,喝着暖暖的特别舒服??,效果一样的?,看起来应该是正品?,想不到那么快就到了！五星好评超赞??,为了预防冬天感冒?,咳品感冒上午收到了了??"
2021/11/10 13:47,"ym双十一活动优惠?券拍的便宜,没有副作用??,发热十分均匀。跟药??店卖的一模一样,有防??伪标识,咳嗽很快止住??。阿里的东西很不错,??疗效很大,效果特别不??错没有子的。跟药店买??的一样,价格很实惠。??是正品,"
2021/11/19 9:46,三九感冒药效果非常好 跟药店一模一样还比药店便宜
2021/11/15 18:58,买了很多药，备用中，正品很好，活动实惠，推荐购买
2021/11/14 15:05,阿里大药房的药，有保证，比药店买要划算一点，变天了，防止感冒，提前屯点感冒药还是非常有必要的，包装也很完整，专用的logo包装，没问题。
2021/11/15 9:40,买了几次了，比实体划算，正品新日期有保证
2021/11/8 21:03,"ag在网上买很方便??,用的效果给力,客服服??务很好。现在是感冒多??发事件正好用的上,咳??嗽很快止住,没有副作??用。日期满意,有防伪?标识,这次用了红包更??便宜,疗效很大,大家??放心够买。阿里的东西??很不错,"
2021/11/15 20:15,是正品，店里很优惠，此外面便宜，还不错
2021/11/16 13:28,宝贝收到物流很快，是正品质量很好生产日期新。
2021/11/14 19:03,买的药收到了，非常好用，效果非常好，已经回购了很多次了，值得推荐。
2021/11/16 19:56,物流很快，第二天就到了，值得购买哦，跟药店一样的。
2021/11/19 13:13,老买家了，经常在这边购买一些日常保健用品，价格实惠，感冒冲剂也很方便。
2021/11/15 12:16,家庭备用药，是正品经常购买！
2021/11/15 17:40,感冒灵颗粒收到了很好很好不错
2021/11/11 19:48,"yk家里备用,咳嗽??很快止住,疗效很大。日??期满意,用的效果给力??,非常好。没有副作用??,不用担心有假。客服&spades;服务很好,有防伪标识??,质量很过关,对够称??。品质有保障,家中常??备药品。比药房买的便??宜一点,"
2021/11/14 10:57,物流和产品都不错，性价比高，赞赞赞??????冬天到了，感冒颗粒必备神器。
2021/11/9 21:37,"网上查过了。一模一样价格也很划算,没有副用担心有假。日期也很嗽很快能止住,日期都个牌子,咳嗽很快止住选择zuu，好多朋友看我用，你还说只要内物没破是普通人早就没耐心了要的是方便，建议购买特别不错，比药店卖的品，而且价格实惠，发灵已收到，发货很快，"
2021/11/14 14:49,挺好的，比药店便宜，买了以备不时之需
2021/11/16 0:02,真的是家中必备！现在这两种外面药房买不到了。每次喉咙痛准备要感冒前混着喝一次基本就好了。真的很好！趁着买赶紧各买三盒备起来！
2021/11/16 12:01,感冒药刚好到，我的病刚好好，简称，药到病除
2021/11/15 11:04,很方便，东西应该没问题
2021/11/17 21:50,999感冒灵颗粒，冲剂型，效果还好。
2021/11/17 14:46,999暖胃哈哈哈哈哈，真品真品
2021/11/12 20:48,包装很严实，日期也很新鲜，秋冬天换季容易感冒，家里真的得多备两盒。
2021/11/16 16:29,家中常备药～买来备用，正品！发货特别快，隔天就到
2021/11/14 8:33,可以可以，买的比我们这里的药店实惠
2021/11/14 14:01,冬天到了，先屯着以备不时之需，推荐
2021/11/18 9:54,买过很多次，和在药店买的一样
2021/11/17 18:06,冬季，家庭必备常用药！   有备无患
2021/11/19 14:58,挺好的，发货快，价格便宜，日期也比较新鲜
2021/11/15 15:15,包装很好，没有让我失望，值得购买！
2021/11/15 23:31,这次物流很快，超乎想象，商品一如既往地好，物美价廉
2021/11/11 23:50,买药不要太方便了，昨天下单今天今天早上就送到了，是正品，包装严实，日期也是到很久的，价格还实惠！不要太满意啦！
2021/11/16 20:14,太满意了，囤货买的，怕冬天来了，感冒多。
2021/11/16 12:57,收到货了、想不到这价格能买到这么好质量好颜色好、很合适、蛮满意的、款式又喜欢必须推荐大家购买
2021/11/15 16:16,非常好，放在家里备用。
2021/11/17 9:12,先说商品质量：产品总体不错，包装严实。再说商家服务：点赞啦。最后点评快递：发货很快。其他就希望店家多多优惠，及时通知老客户，祝生意兴隆。
2021/11/19 10:34,很方便，是正品双十一买的也还划算，每年冬天的必备品
2021/11/12 8:31,从来没有在网上买药，也是收到一张优惠券，报着试试的心态，收到后，惊到了，不错，是正品，下次需要，毫不犹豫的下单了
2021/11/11 13:08,很好，都是正品，外面现在已经买不到感冒药了，来阿里大药房还能买，冬季容易着凉感冒，囤货用。
2021/11/19 11:45,药品比药店买便宜很多！刚好感冒了，喝了几袋！效果和药店的是一样的！
2021/11/12 14:52,大药房速度快，过年了备点常用药安心，老牌子999灵效果挺好的。
2021/11/17 8:05,东西不错，做活动的时候屯点家庭常备药，比药店便宜太多，也不用去医院排队挂号。很方便。。。
2021/11/10 10:44,"发货速度特别快,而且比药店里面便宜多了。送到的时候包装也很好,没有破损,而且保质期时间都很新鲜,时间很久。"
2021/11/18 15:46,完美！下次还来
2021/11/11 18:21,物流速度真的是没话说，就是一个字：快。商品从外包装来看非常高档，真是一分钱一分货，贵有贵的道理在这里选购安全方便快捷??，快递小哥态度非常好，这个价格非常给力??，十分推荐，会继续回购一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，??包装也很精美
2021/11/14 22:18,家中常备，更安心。
2021/11/17 14:51,总体而言还算不错
2021/11/18 16:25,还不错，有效果
2021/11/14 8:39,很好会回购
2021/11/18 22:33,比实体药店便宜，效果一样，赞赞赞
2021/11/18 9:55,是正品 第一次在网上买药 真的很划算 也很方便 物流也很快 好评啦??
2021/11/8 16:46,好用，网上大药房质量有保证，和实体店一样的，主要是便宜，效果很好，感冒受凉一盒就好了??
2021/11/11 22:34,13.9应该比药店要优惠一些吧，也没去对比，应该是正品
2021/11/14 12:28,感冒好几天了才买的 三盒买是便宜的 正品噢
2021/11/14 13:16,家庭常备，有点儿不舒服可以吃，不用特地去买。
